id,name,url,media_type,frequency,range_type,prefecture_en,content_type,status,url_status,fb,x,youtube,owner,source_name
41c3b0786fa5a0bc6a110f1c08e7df020e4b0121,STYLE 100,https://style100fm.gr/,radio,unknown,regional,Lasithi,news,operating,ok,https://www.facebook.com/groups/14072395167/,,,ΕΜΜΑΝΟΥΗΛ ΔΑΣΚΑΛΑΚΗΣ,esr_radio
da696795c609a75097e19b1ad1c00e7cb863a9cf,ΗΧΩ FM,https://www.hxonews.gr/,radio,unknown,regional,Lasithi,news,operating,ok,https://www.facebook.com/pages/category/Radio-Station/%CE%97%CF%87%CF%8E-fm-998-%CE%99%CE%B5%CF%81%CE%AC%CF%80%CE%B5%CF%84%CF%81%CE%B1-%CE%9B%CE%B1%CF%83%CE%AF%CE%B8%CE%B9-444111232365849/,https://twitter.com/hxonews,https://www.youtube.com/@%CE%97%CF%87%CF%8E%CE%9D%CE%AD%CE%B1,ΜΑΡΙΑ ΤΣΑΓΚΑΡΑΚΗ,esr_radio
7280019a84b4fa253f520557d596c6724c07ddf2,"ΙΔΙΩΤΙΚΟΣ ΡΑΔΙΟΦΩΝΙΚΟΣ ΣΤΑΘΜΟΣ ΣΗΤΕΙΑΣ (ΣΗΤΕΙΑ FM) 95,5 ΜΗΖ",https://sitiafm.blogspot.com/,radio,unknown,regional,Lasithi,news,operating,ok,https://www.facebook.com/groups/100523470050423/about,,,ΕΜΜΑΝΟΥΗΛ ΜΕΤΑΞΑΚΗΣ,esr_radio
cbc8c229d13445187fbc2bd8913af07b9e02f5ab,ΛΑΤΩ ΡΑΔΙΟ,https://latofm.gr/,radio,unknown,regional,Lasithi,news,operating,ok,https://www.facebook.com/latofm103.3/,https://twitter.com/Latofm1033,https://www.youtube.com/@FM-ij8vr,"ΛΑΤΩ ΡΑΔΙΟΤΗΛΕΟΠΤΙΚΗ ΜΟΝ. Α.Ε.
Α ΓΕΜΗ 025065541000
ΝΟΜΙΜΟΣ ΕΚΠΡΟΣΩΠΟΣ: ΓΡΗΓΟΡΙΟΣ ΚΟΥΤΣΟΥΔΑΚΗΣ",esr_radio
459de36fe0ed02be2d115d82c3c114b555da5f5b,"ΡΑΔΙΟ ΒΕΡΕΝΙΚΗ 89,5 FM",https://www.radiovereniki.gr/,radio,unknown,regional,Lasithi,news,operating,ok,https://www.facebook.com/radiovereniki/?locale=el_GR,,,"ΔΙΑΛΕΚΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ-ΜΠΙΛΑΝΑΚΗΣ ΙΩΑΝΝΗΣ Ο.Ε
Α ΓΕΜΗ 024784141000
ΝΟΜΙΜΟΣ ΕΚΠΡΟΣΩΠΟΣ: ΕΜΜΑΝΟΥΗΛ ΔΙΑΛΕΚΤΑΚΗΣ
ΝΟΜΙΜΟΣ ΕΚΠΡΟΣΩΠΟΣ: ΙΩΑΝΝΗΣ ΜΠΙΛΑΝΑΚΗΣ",esr_radio
24d11e9b83d2e21ee2be64a653a8e076907f50ba,ΡΑΔΙΟ ΛΑΣΙΘΙ 92.3,https://radiolasithi.gr/,radio,unknown,regional,Lasithi,news,operating,ok,https://www.facebook.com/RadioLasithi,,https://www.youtube.com/c/Radiolasithi923,ΕΛΕΥΘΕΡΙΟΣ ΦΑΝΟΥΡΑΚΗΣ,esr_radio
0f2833587e2e23f7a1c54768e1890f18fe326774,ΛΗΜΝΟΣ - ΡΑΔΙΟ ΑΛΦΑ,https://limnosnea.gr/,radio,unknown,regional,Lesvos,news,operating,ok,,,,ΗΛΙΑΣ ΝΙΚΟΛΑΟΣ ΚΟΤΣΑΛΗΣ,esr_radio
ff16657e677bd1467c97e63d65eeb1c5f86f21ad,ΣΤΟ ΝΗΣΙ 99 fm,https://www.stonisi.gr/,radio,unknown,regional,Lesvos,news,operating,ok,https://www.facebook.com/stonisigr,https://x.com/stonisigr,https://www.youtube.com/channel/UCUsntTK6TAMFcQ8dPtxUXHw,ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΕΝΗΜΕΡΩΣΗ,esr_radio
7adbb663feb14f1f8ad9a997d2448557dc83c08e,ΡΑΔΙΟ ΛΗΜΝΟΣ,https://meas-radio-limnos.gr/,radio,unknown,regional,Lesvos,news,operating,ok,https://web.facebook.com/radiolimnos?locale=el_GR,,https://www.youtube.com/@measlemnos,ΜΟΡΦΩΤΙΚΟΣ ΕΚΠΟΛΙΤΙΣΤΙΚΟΣ ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΛΗΜΝΟΥ,esr_radio
a284250d3a8c780ae350556e434f502edfaadb95,ΛΗΜΝΟΣ FM 100,https://www.limnosfm100.gr/,radio,unknown,regional,Lesvos,news,operating,ok,https://www.facebook.com/limnosfm100,https://x.com/LimnosFm100,https://www.youtube.com/channel/UCA3snGwTdy0Ymrsmeq78qiw,Ι. ΜΑΝΩΛΕΡΗΣ ΚΑΙ ΣΙΑ Ο.Ε,esr_radio
